date,datetime,hrv_ms
2020-06-28,2020-06-28 15:11:23+02:00,48.1806
2020-06-28,2020-06-28 19:36:13+02:00,40.1014
2020-06-28,2020-06-28 22:36:02+02:00,35.0767
2020-06-29,2020-06-29 02:35:21+02:00,54.718
2020-06-29,2020-06-29 06:34:33+02:00,20.5685
2020-06-29,2020-06-29 10:34:36+02:00,32.2355
2020-06-29,2020-06-29 14:34:47+02:00,40.7316
2020-06-29,2020-06-29 18:53:54+02:00,77.0763
2020-06-29,2020-06-29 23:06:37+02:00,15.0478
2020-06-30,2020-06-30 02:36:40+02:00,23.0394
2020-06-30,2020-06-30 06:34:37+02:00,25.8481
2020-06-30,2020-06-30 10:34:35+02:00,47.9401
2020-06-30,2020-06-30 19:36:15+02:00,29.3694
2020-06-30,2020-06-30 22:35:27+02:00,21.2999
2020-07-01,2020-07-01 02:39:31+02:00,22.0412
2020-07-01,2020-07-01 06:34:32+02:00,31.5307
2020-07-01,2020-07-01 10:34:38+02:00,26.6376
2020-07-01,2020-07-01 19:26:43+02:00,60.5908
2020-07-01,2020-07-01 22:50:43+02:00,31.686
2020-07-02,2020-07-02 02:39:13+02:00,35.4101
2020-07-02,2020-07-02 06:34:35+02:00,28.4385
2020-07-02,2020-07-02 10:34:34+02:00,30.8899
2020-07-02,2020-07-02 14:52:23+02:00,33.8628
2020-07-02,2020-07-02 23:20:24+02:00,16.3306
2020-07-03,2020-07-03 02:34:51+02:00,17.5446
2020-07-03,2020-07-03 06:38:44+02:00,48.9394
2020-07-03,2020-07-03 19:45:36+02:00,44.5828
2020-07-03,2020-07-03 22:36:07+02:00,14.3571
2020-07-04,2020-07-04 09:33:31+02:00,50.5337
2020-07-04,2020-07-04 14:57:42+02:00,29.9802
2020-07-04,2020-07-04 18:34:32+02:00,29.6332
2020-07-05,2020-07-05 09:35:48+02:00,20.3731
2020-07-05,2020-07-05 10:52:55+02:00,40.4946
2020-07-05,2020-07-05 14:48:07+02:00,28.7576
2020-07-05,2020-07-05 18:38:03+02:00,37.4633
2020-07-05,2020-07-05 22:44:23+02:00,31.7766
2020-07-06,2020-07-06 02:36:08+02:00,55.834
2020-07-06,2020-07-06 06:50:43+02:00,47.972
2020-07-06,2020-07-06 10:34:32+02:00,33.1521
2020-07-06,2020-07-06 14:44:38+02:00,33.0454
2020-07-06,2020-07-06 18:41:54+02:00,35.3783
2020-07-06,2020-07-06 22:42:04+02:00,29.4268
2020-07-07,2020-07-07 02:36:00+02:00,44.168
2020-07-07,2020-07-07 06:34:34+02:00,27.1155
2020-07-07,2020-07-07 10:34:32+02:00,44.8595
2020-07-07,2020-07-07 16:14:30+02:00,11.7991
2020-07-07,2020-07-07 18:34:37+02:00,35.3381
2020-07-07,2020-07-07 22:35:13+02:00,27.8691
2020-07-08,2020-07-08 02:36:19+02:00,44.0511
2020-07-08,2020-07-08 06:34:33+02:00,24.975
2020-07-08,2020-07-08 10:50:43+02:00,37.9852
2020-07-08,2020-07-08 14:58:55+02:00,38.8161
2020-07-08,2020-07-08 20:48:56+02:00,20.1231
2020-07-08,2020-07-08 22:46:05+02:00,51.1426
2020-07-09,2020-07-09 02:58:29+02:00,48.3115
2020-07-09,2020-07-09 06:34:34+02:00,25.5746
2020-07-09,2020-07-09 10:34:33+02:00,25.0337
2020-07-09,2020-07-09 14:52:27+02:00,36.1775
2020-07-09,2020-07-09 18:56:43+02:00,58.2838
2020-07-09,2020-07-09 22:44:21+02:00,39.2305
2020-07-10,2020-07-10 02:34:35+02:00,15.8153
2020-07-10,2020-07-10 06:34:33+02:00,12.3567
2020-07-10,2020-07-10 10:34:36+02:00,68.8681
2020-07-10,2020-07-10 18:34:32+02:00,32.6745
2020-07-10,2020-07-10 22:59:05+02:00,29.2617
2020-07-11,2020-07-11 13:43:47+02:00,30.7393
2020-07-11,2020-07-11 14:47:29+02:00,44.9044
2020-07-11,2020-07-11 18:35:00+02:00,18.4983
2020-07-11,2020-07-11 22:57:31+02:00,32.9223
2020-07-12,2020-07-12 14:12:35+02:00,28.2605
2020-07-12,2020-07-12 14:48:16+02:00,39.6272
2020-07-12,2020-07-12 18:41:21+02:00,24.9925
2020-07-12,2020-07-12 22:38:45+02:00,35.7019
2020-07-13,2020-07-13 02:34:34+02:00,20.1587
2020-07-13,2020-07-13 06:34:32+02:00,20.1649
2020-07-13,2020-07-13 10:34:36+02:00,49.5883
2020-07-13,2020-07-13 14:37:03+02:00,45.1373
2020-07-13,2020-07-13 18:38:36+02:00,40.8496
2020-07-13,2020-07-13 22:36:27+02:00,34.3165
2020-07-14,2020-07-14 02:34:33+02:00,24.2036
2020-07-14,2020-07-14 06:34:36+02:00,53.7006
2020-07-14,2020-07-14 10:34:32+02:00,85.2152
2020-07-14,2020-07-14 14:34:36+02:00,50.7426
2020-07-14,2020-07-14 18:36:17+02:00,42.1419
2020-07-14,2020-07-14 23:43:39+02:00,28.3615
2020-07-15,2020-07-15 02:34:34+02:00,30.9132
2020-07-15,2020-07-15 06:34:33+02:00,37.53
2020-07-15,2020-07-15 10:34:33+02:00,57.6422
2020-07-15,2020-07-15 18:34:58+02:00,41.6368
2020-07-16,2020-07-16 00:13:58+02:00,25.2252
2020-07-16,2020-07-16 02:34:39+02:00,18.3797
2020-07-16,2020-07-16 06:34:33+02:00,25.4706
2020-07-16,2020-07-16 10:34:35+02:00,28.64
2020-07-16,2020-07-16 15:44:38+02:00,21.3688
2020-07-16,2020-07-16 23:25:21+02:00,23.2681
2020-07-17,2020-07-17 02:34:35+02:00,10.0964
2020-07-17,2020-07-17 06:34:36+02:00,26.1832
2020-07-17,2020-07-17 11:33:19+02:00,44.4473
2020-07-17,2020-07-17 18:52:18+02:00,34.7185
2020-07-18,2020-07-18 02:34:33+02:00,14.2193
2020-07-18,2020-07-18 06:34:32+02:00,31.1378
2020-07-18,2020-07-18 10:34:32+02:00,49.7299
2020-07-18,2020-07-18 14:50:05+02:00,36.0971
2020-07-18,2020-07-18 16:33:15+02:00,49.1128
2020-07-18,2020-07-18 20:41:34+02:00,18.3814
2020-07-19,2020-07-19 00:32:38+02:00,31.219
2020-07-19,2020-07-19 04:12:51+02:00,21.6174
2020-07-19,2020-07-19 08:12:11+02:00,33.6211
2020-07-19,2020-07-19 12:12:05+02:00,50.9166
2020-07-19,2020-07-19 20:30:08+02:00,28.8477
2020-07-20,2020-07-20 00:12:06+02:00,22.1204
2020-07-20,2020-07-20 04:12:05+02:00,20.1277
2020-07-20,2020-07-20 08:12:04+02:00,25.5343
2020-07-20,2020-07-20 12:14:00+02:00,36.458
2020-07-20,2020-07-20 20:24:34+02:00,27.4329
2020-07-21,2020-07-21 00:34:18+02:00,46.8488
2020-07-21,2020-07-21 04:12:04+02:00,25.0225
2020-07-21,2020-07-21 08:12:08+02:00,52.3384
2020-07-21,2020-07-21 12:12:05+02:00,41.7313
2020-07-22,2020-07-22 11:55:11+02:00,44.4339
2020-07-22,2020-07-22 12:12:08+02:00,46.6295
2020-07-22,2020-07-22 16:30:46+02:00,74.9049
2020-07-22,2020-07-22 20:20:27+02:00,47.0897
2020-07-23,2020-07-23 00:52:12+02:00,20.664
2020-07-23,2020-07-23 04:12:06+02:00,23.9021
2020-07-23,2020-07-23 08:12:29+02:00,27.8253
2020-07-23,2020-07-23 12:12:49+02:00,53.6418
2020-07-23,2020-07-23 16:13:01+02:00,48.4446
2020-07-24,2020-07-24 00:16:39+02:00,35.8504
2020-07-24,2020-07-24 04:12:06+02:00,39.0464
2020-07-24,2020-07-24 08:12:05+02:00,31.0755
2020-07-24,2020-07-24 12:12:44+02:00,40.3624
2020-07-24,2020-07-24 16:29:07+02:00,37.8434
2020-07-25,2020-07-25 04:17:33+02:00,37.7889
2020-07-25,2020-07-25 08:15:07+02:00,27.5204
2020-07-25,2020-07-25 14:53:21+02:00,19.5544
2020-07-25,2020-07-25 16:12:04+02:00,28.7272
2020-07-25,2020-07-25 20:16:39+02:00,26.3771
2020-07-26,2020-07-26 00:12:28+02:00,29.2019
2020-07-26,2020-07-26 04:12:05+02:00,25.4202
2020-07-26,2020-07-26 08:12:05+02:00,46.6121
2020-07-26,2020-07-26 12:59:12+02:00,46.2622
2020-07-26,2020-07-26 16:18:38+02:00,26.0948
2020-07-27,2020-07-27 00:47:08+02:00,89.9448
2020-07-27,2020-07-27 00:49:20+02:00,90.4368
2020-07-27,2020-07-27 04:12:03+02:00,44.4508
2020-07-27,2020-07-27 08:12:05+02:00,54.6306
2020-07-27,2020-07-27 12:13:29+02:00,73.3753
2020-07-27,2020-07-27 16:15:36+02:00,19.8935
2020-07-28,2020-07-28 00:12:04+02:00,20.9538
2020-07-28,2020-07-28 04:12:03+02:00,34.7203
2020-07-28,2020-07-28 08:12:07+02:00,34.6645
2020-07-28,2020-07-28 12:12:06+02:00,70.9436
2020-07-28,2020-07-28 16:29:46+02:00,28.9925
2020-07-29,2020-07-29 04:45:01+02:00,56.5669
2020-07-29,2020-07-29 08:12:03+02:00,45.5275
2020-07-29,2020-07-29 12:12:08+02:00,36.5068
2020-07-29,2020-07-29 16:12:29+02:00,26.2738
2020-07-29,2020-07-29 21:36:14+02:00,56.5321
2020-07-30,2020-07-30 00:16:38+02:00,37.8632
2020-07-30,2020-07-30 04:12:08+02:00,40.674
2020-07-30,2020-07-30 08:12:06+02:00,28.1691
2020-07-30,2020-07-30 12:12:44+02:00,43.4187
2020-07-31,2020-07-31 00:12:11+02:00,16.8245
2020-07-31,2020-07-31 04:12:07+02:00,25.4975
2020-07-31,2020-07-31 08:12:05+02:00,21.6116
2020-07-31,2020-07-31 12:12:48+02:00,34.3529
2020-07-31,2020-07-31 16:43:11+02:00,67.4771
2020-08-01,2020-08-01 14:19:21+02:00,21.1911
2020-08-01,2020-08-01 15:00:46+02:00,26.1414
2020-08-01,2020-08-01 16:12:09+02:00,30.897
2020-08-01,2020-08-01 21:04:20+02:00,28.3008
2020-08-02,2020-08-02 13:05:20+02:00,30.814
2020-08-02,2020-08-02 16:12:09+02:00,38.1027
2020-08-03,2020-08-03 02:27:27+02:00,45.8728
2020-08-03,2020-08-03 04:20:20+02:00,89.967
2020-08-03,2020-08-03 08:12:05+02:00,41.5376
2020-08-03,2020-08-03 12:12:06+02:00,29.3577
2020-08-03,2020-08-03 16:16:43+02:00,35.2695
2020-08-04,2020-08-04 00:14:19+02:00,81.19
2020-08-04,2020-08-04 04:12:05+02:00,40.1979
2020-08-04,2020-08-04 08:13:33+02:00,29.5381
2020-08-04,2020-08-04 12:12:03+02:00,53.5152
2020-08-04,2020-08-04 16:13:18+02:00,45.4643
2020-08-04,2020-08-04 20:12:51+02:00,56.5243
2020-08-05,2020-08-05 00:13:48+02:00,32.8177
2020-08-05,2020-08-05 15:27:18+02:00,22.2584
2020-08-05,2020-08-05 19:43:22+02:00,42.6424
2020-08-06,2020-08-06 00:13:26+02:00,45.2797
2020-08-06,2020-08-06 03:27:20+02:00,57.776
2020-08-06,2020-08-06 07:27:20+02:00,24.2642
2020-08-06,2020-08-06 11:27:42+02:00,46.6677
2020-08-06,2020-08-06 15:27:48+02:00,40.4166
2020-08-06,2020-08-06 19:27:21+02:00,41.1825
2020-08-06,2020-08-06 23:29:45+02:00,48.3503
2020-08-07,2020-08-07 03:27:19+02:00,24.9462
2020-08-07,2020-08-07 07:27:18+02:00,34.9016
2020-08-07,2020-08-07 11:27:17+02:00,40.2516
2020-08-07,2020-08-07 15:48:07+02:00,24.2074
2020-08-07,2020-08-07 21:20:14+02:00,46.4476
2020-08-08,2020-08-08 01:06:48+02:00,13.25
2020-08-08,2020-08-08 03:47:00+02:00,32.1432
2020-08-08,2020-08-08 07:46:58+02:00,40.8167
2020-08-08,2020-08-08 16:08:53+02:00,18.2757
2020-08-08,2020-08-08 23:51:46+02:00,38.9118
2020-08-09,2020-08-09 03:52:15+02:00,25.2574
2020-08-09,2020-08-09 07:47:36+02:00,42.9833
2020-08-09,2020-08-09 12:42:54+02:00,42.7003
2020-08-09,2020-08-09 12:46:40+02:00,42.4249
2020-08-09,2020-08-09 16:22:12+02:00,23.3613
2020-08-09,2020-08-09 19:52:54+02:00,48.4652
2020-08-09,2020-08-09 23:49:56+02:00,56.4972
2020-08-10,2020-08-10 03:49:39+02:00,56.2283
2020-08-10,2020-08-10 07:47:02+02:00,38.8483
2020-08-10,2020-08-10 11:49:28+02:00,28.7402
2020-08-10,2020-08-10 15:47:31+02:00,31.1408
2020-08-10,2020-08-10 19:47:01+02:00,34.7734
2020-08-11,2020-08-11 00:30:44+02:00,31.4732
2020-08-11,2020-08-11 03:46:58+02:00,43.2421
2020-08-11,2020-08-11 07:47:35+02:00,39.4018
2020-08-11,2020-08-11 12:03:08+02:00,32.5106
2020-08-11,2020-08-11 15:47:00+02:00,39.124
2020-08-11,2020-08-11 19:53:15+02:00,42.5
2020-08-11,2020-08-11 23:47:43+02:00,21.4549
2020-08-12,2020-08-12 03:47:35+02:00,21.655
2020-08-12,2020-08-12 07:46:59+02:00,26.9316
2020-08-12,2020-08-12 12:15:48+02:00,33.7
2020-08-12,2020-08-12 15:53:04+02:00,26.2988
2020-08-12,2020-08-12 19:46:58+02:00,20.4512
2020-08-12,2020-08-12 23:49:44+02:00,30.2531
2020-08-13,2020-08-13 03:47:33+02:00,44.0036
2020-08-13,2020-08-13 07:47:02+02:00,38.0945
2020-08-13,2020-08-13 11:47:03+02:00,59.1666
2020-08-13,2020-08-13 15:56:06+02:00,33.194
2020-08-13,2020-08-13 19:54:49+02:00,41.9382
2020-08-14,2020-08-14 03:46:58+02:00,42.4838
2020-08-14,2020-08-14 07:46:58+02:00,21.272
2020-08-14,2020-08-14 16:04:03+02:00,13.3639
2020-08-14,2020-08-14 20:14:51+02:00,53.0171
2020-08-15,2020-08-15 04:05:51+02:00,22.6219
2020-08-15,2020-08-15 07:47:00+02:00,44.061
2020-08-15,2020-08-15 15:51:40+02:00,23.8871
2020-08-16,2020-08-16 00:05:56+02:00,24.5013
2020-08-16,2020-08-16 15:47:53+02:00,20.0577
2020-08-17,2020-08-17 10:23:36+02:00,35.1319
2020-08-17,2020-08-17 15:47:03+02:00,21.6809
2020-08-17,2020-08-17 19:49:51+02:00,36.885
2020-08-17,2020-08-17 23:48:26+02:00,12.9976
2020-08-18,2020-08-18 03:46:58+02:00,19.3875
2020-08-18,2020-08-18 07:47:01+02:00,37.6406
2020-08-18,2020-08-18 11:47:00+02:00,49.4261
2020-08-18,2020-08-18 15:47:00+02:00,25.8203
2020-08-18,2020-08-18 23:47:12+02:00,39.8128
2020-08-19,2020-08-19 04:03:11+02:00,36.7857
2020-08-19,2020-08-19 07:47:05+02:00,44.8072
2020-08-19,2020-08-19 11:47:00+02:00,35.4295
2020-08-19,2020-08-19 19:05:05+02:00,35.5
2020-08-19,2020-08-19 19:47:04+02:00,36.3327
2020-08-20,2020-08-20 03:46:57+02:00,30.7073
2020-08-20,2020-08-20 07:47:52+02:00,45.3755
2020-08-20,2020-08-20 11:49:51+02:00,41.1537
2020-08-20,2020-08-20 15:47:04+02:00,20.6004
2020-08-20,2020-08-20 20:03:07+02:00,49.7657
2020-08-21,2020-08-21 00:04:10+02:00,35.1532
2020-08-21,2020-08-21 03:46:57+02:00,39.2619
2020-08-21,2020-08-21 07:46:59+02:00,164.018
2020-08-21,2020-08-21 11:47:01+02:00,71.5926
2020-08-21,2020-08-21 16:14:56+02:00,28.6618
2020-08-21,2020-08-21 23:47:00+02:00,45.5638
2020-08-22,2020-08-22 03:46:59+02:00,54.807
2020-08-22,2020-08-22 07:46:56+02:00,14.9332
2020-08-22,2020-08-22 19:47:24+02:00,55.2907
2020-08-22,2020-08-22 19:49:36+02:00,59.4012
2020-08-23,2020-08-23 02:16:45+02:00,60.4002
2020-08-23,2020-08-23 03:47:00+02:00,42.796
2020-08-23,2020-08-23 07:46:58+02:00,45.4808
2020-08-23,2020-08-23 11:46:59+02:00,50.0094
2020-08-23,2020-08-23 19:20:16+02:00,60.5847
2020-08-23,2020-08-23 19:47:13+02:00,35.1123
2020-08-23,2020-08-23 23:46:59+02:00,87.3001
2020-08-24,2020-08-24 03:48:43+02:00,42.5757
2020-08-24,2020-08-24 07:47:01+02:00,28.5898
2020-08-24,2020-08-24 16:03:36+02:00,83.3207
2020-08-24,2020-08-24 23:47:50+02:00,51.6073
2020-08-25,2020-08-25 03:47:00+02:00,37.3338
2020-08-25,2020-08-25 07:46:58+02:00,29.9812
2020-08-25,2020-08-25 11:46:59+02:00,40.7592
2020-08-25,2020-08-25 20:37:29+02:00,39.9461
2020-08-25,2020-08-25 23:51:42+02:00,25.1595
2020-08-26,2020-08-26 03:47:00+02:00,32.889
2020-08-26,2020-08-26 07:46:57+02:00,26.7418
2020-08-26,2020-08-26 11:47:00+02:00,37.3397
2020-08-26,2020-08-26 20:05:18+02:00,37.5267
2020-08-26,2020-08-26 23:49:07+02:00,24.9199
2020-08-27,2020-08-27 03:47:01+02:00,53.5362
2020-08-27,2020-08-27 07:46:58+02:00,28.2356
2020-08-27,2020-08-27 16:04:43+02:00,22.4263
2020-08-27,2020-08-27 21:11:30+02:00,54.4179
2020-08-27,2020-08-27 23:46:57+02:00,35.5642
2020-08-28,2020-08-28 03:46:59+02:00,21.4971
2020-08-28,2020-08-28 07:46:56+02:00,47.0611
2020-08-28,2020-08-28 11:46:58+02:00,40.9787
2020-08-28,2020-08-28 15:47:10+02:00,17.2074
2020-08-28,2020-08-28 22:53:33+02:00,27.5216
2020-08-29,2020-08-29 02:20:33+02:00,25.2228
2020-08-29,2020-08-29 05:48:19+02:00,25.7512
2020-08-29,2020-08-29 17:54:05+02:00,40.8442
2020-08-30,2020-08-30 23:02:39+02:00,40.1271
2020-08-31,2020-08-31 01:48:22+02:00,33.17
2020-08-31,2020-08-31 05:48:20+02:00,43.0566
2020-08-31,2020-08-31 09:48:22+02:00,42.4728
2020-08-31,2020-08-31 13:48:21+02:00,51.0159
2020-08-31,2020-08-31 21:48:47+02:00,49.6532
2020-09-01,2020-09-01 01:51:18+02:00,37.3706
2020-09-01,2020-09-01 05:48:19+02:00,50.5594
2020-09-01,2020-09-01 09:48:21+02:00,70.5882
2020-09-01,2020-09-01 20:58:43+02:00,33.8452
2020-09-02,2020-09-02 01:48:22+02:00,21.0891
2020-09-02,2020-09-02 05:48:19+02:00,40.0211
2020-09-02,2020-09-02 09:48:22+02:00,37.535
2020-09-02,2020-09-02 21:59:48+02:00,28.0802
2020-09-03,2020-09-03 02:05:22+02:00,48.0722
2020-09-03,2020-09-03 05:48:19+02:00,30.0302
2020-09-03,2020-09-03 09:48:20+02:00,34.3275
2020-09-03,2020-09-03 13:58:30+02:00,38.1232
2020-09-03,2020-09-03 17:48:23+02:00,39.3819
2020-09-04,2020-09-04 20:07:58+02:00,47.8357
2020-09-04,2020-09-04 22:24:18+02:00,38.2733
2020-09-05,2020-09-05 01:48:18+02:00,30.6625
2020-09-05,2020-09-05 05:48:23+02:00,29.7395
2020-09-05,2020-09-05 14:01:03+02:00,31.0111
2020-09-05,2020-09-05 17:58:22+02:00,52.5167
2020-09-06,2020-09-06 01:48:18+02:00,27.1397
2020-09-06,2020-09-06 05:48:20+02:00,45.3066
2020-09-06,2020-09-06 09:48:19+02:00,34.9473
2020-09-06,2020-09-06 20:13:08+02:00,51.4903
2020-09-06,2020-09-06 22:22:26+02:00,40.0289
2020-09-07,2020-09-07 01:48:22+02:00,29.4258
2020-09-07,2020-09-07 15:46:48+02:00,70.0491
2020-09-07,2020-09-07 23:42:31+02:00,29.3492
2020-09-08,2020-09-08 03:42:24+02:00,17.8641
2020-09-08,2020-09-08 07:42:28+02:00,32.8862
2020-09-08,2020-09-08 11:42:26+02:00,77.5536
2020-09-08,2020-09-08 23:42:25+02:00,56.7081
2020-09-09,2020-09-09 11:20:27+02:00,39.885
2020-09-09,2020-09-09 11:42:52+02:00,28.8974
2020-09-09,2020-09-09 20:01:48+02:00,32.0985
2020-09-09,2020-09-09 23:42:24+02:00,42.5367
2020-09-10,2020-09-10 03:42:24+02:00,18.9077
2020-09-10,2020-09-10 07:42:26+02:00,35.7675
2020-09-10,2020-09-10 11:45:18+02:00,41.0997
2020-09-10,2020-09-10 23:44:02+02:00,28.6934
2020-09-11,2020-09-11 03:42:25+02:00,23.4281
2020-09-11,2020-09-11 07:42:27+02:00,35.687
2020-09-11,2020-09-11 11:42:24+02:00,53.2177
2020-09-11,2020-09-11 15:42:25+02:00,20.6549
2020-09-11,2020-09-11 20:03:22+02:00,41.6586
2020-09-12,2020-09-12 00:20:11+02:00,36.7882
2020-09-12,2020-09-12 03:43:39+02:00,29.8528
2020-09-12,2020-09-12 07:42:25+02:00,25.2883
2020-09-12,2020-09-12 11:42:27+02:00,36.9383
2020-09-13,2020-09-13 00:32:40+02:00,50.3922
2020-09-13,2020-09-13 03:42:23+02:00,33.5382
2020-09-13,2020-09-13 07:42:26+02:00,33.4571
2020-09-14,2020-09-14 03:42:57+02:00,11.1831
2020-09-14,2020-09-14 07:42:25+02:00,27.6428
2020-09-14,2020-09-14 11:42:24+02:00,46.0306
2020-09-14,2020-09-14 20:58:05+02:00,56.3643
2020-09-14,2020-09-14 23:42:23+02:00,41.4684
2020-09-15,2020-09-15 03:46:02+02:00,34.3175
2020-09-15,2020-09-15 07:42:26+02:00,36.8485
2020-09-15,2020-09-15 11:42:25+02:00,28.2113
2020-09-15,2020-09-15 15:42:27+02:00,40.6463
2020-09-15,2020-09-15 19:59:44+02:00,25.6479
2020-09-15,2020-09-15 23:42:23+02:00,26.7021
2020-09-16,2020-09-16 03:42:27+02:00,47.1606
2020-09-16,2020-09-16 07:42:25+02:00,33.9236
2020-09-16,2020-09-16 11:42:23+02:00,44.0327
2020-09-16,2020-09-16 15:42:56+02:00,24.551
2020-09-16,2020-09-16 19:42:25+02:00,23.3733
2020-09-17,2020-09-17 03:42:29+02:00,27.15
2020-09-17,2020-09-17 07:42:26+02:00,22.9374
2020-09-17,2020-09-17 11:44:48+02:00,50.5754
2020-09-17,2020-09-17 13:23:22+02:00,54.5447
2020-09-17,2020-09-17 18:26:34+02:00,66.1901
2020-09-18,2020-09-18 01:06:36+02:00,40.2088
2020-09-18,2020-09-18 05:05:20+02:00,24.2294
2020-09-18,2020-09-18 09:05:24+02:00,27.2385
