start,end,duration_min,stage
2020-08-01 16:45:00+02:00,2020-08-01 17:00:00+02:00,15.0,AsleepUnspecified
2020-08-01 17:00:00+02:00,2020-08-01 17:25:00+02:00,25.0,AsleepUnspecified
2020-08-01 17:25:00+02:00,2020-08-01 18:15:00+02:00,50.0,AsleepUnspecified
2020-08-01 18:15:00+02:00,2020-08-01 18:35:00+02:00,20.0,AsleepUnspecified
2020-08-01 18:35:00+02:00,2020-08-01 18:50:00+02:00,15.0,AsleepUnspecified
2020-08-02 03:50:00+02:00,2020-08-02 08:34:19+02:00,284.31666666666666,InBed
2020-08-02 16:05:00+02:00,2020-08-02 16:10:00+02:00,5.0,AsleepUnspecified
2020-08-02 16:05:00+02:00,2020-08-02 17:25:00+02:00,80.0,InBed
2020-08-02 16:10:00+02:00,2020-08-02 16:35:00+02:00,25.0,AsleepUnspecified
2020-08-02 16:35:00+02:00,2020-08-02 17:25:00+02:00,50.0,AsleepUnspecified
2020-08-03 04:23:02+02:00,2020-08-03 12:50:08+02:00,507.1,InBed
2020-08-03 04:25:00+02:00,2020-08-03 04:50:00+02:00,25.0,AsleepUnspecified
2020-08-03 04:25:00+02:00,2020-08-03 13:15:00+02:00,530.0,InBed
2020-08-03 04:50:00+02:00,2020-08-03 05:55:00+02:00,65.0,AsleepUnspecified
2020-08-03 05:55:00+02:00,2020-08-03 06:20:00+02:00,25.0,AsleepUnspecified
2020-08-03 06:20:00+02:00,2020-08-03 09:05:00+02:00,165.0,AsleepUnspecified
2020-08-03 09:05:00+02:00,2020-08-03 09:15:00+02:00,10.0,AsleepUnspecified
2020-08-03 09:15:00+02:00,2020-08-03 09:55:00+02:00,40.0,AsleepUnspecified
2020-08-03 09:55:00+02:00,2020-08-03 10:05:00+02:00,10.0,AsleepUnspecified
2020-08-03 10:05:00+02:00,2020-08-03 11:20:00+02:00,75.0,AsleepUnspecified
2020-08-03 11:20:00+02:00,2020-08-03 11:30:00+02:00,10.0,AsleepUnspecified
2020-08-03 11:30:00+02:00,2020-08-03 12:30:00+02:00,60.0,AsleepUnspecified
2020-08-03 12:30:00+02:00,2020-08-03 12:55:00+02:00,25.0,AsleepUnspecified
2020-08-03 12:55:00+02:00,2020-08-03 13:10:00+02:00,15.0,AsleepUnspecified
2020-08-03 13:10:00+02:00,2020-08-03 13:15:00+02:00,5.0,AsleepUnspecified
2020-08-04 03:56:28+02:00,2020-08-04 12:45:28+02:00,529.0,InBed
2020-08-04 03:56:28+02:00,2020-08-04 12:45:28+02:00,529.0,InBed
2020-08-04 04:10:00+02:00,2020-08-04 04:55:00+02:00,45.0,AsleepUnspecified
2020-08-04 04:10:00+02:00,2020-08-04 12:55:00+02:00,525.0,InBed
2020-08-04 04:55:00+02:00,2020-08-04 05:20:00+02:00,25.0,AsleepUnspecified
2020-08-04 05:20:00+02:00,2020-08-04 07:00:00+02:00,100.0,AsleepUnspecified
2020-08-04 07:00:00+02:00,2020-08-04 07:20:00+02:00,20.0,AsleepUnspecified
2020-08-04 07:20:00+02:00,2020-08-04 07:30:00+02:00,10.0,AsleepUnspecified
2020-08-04 07:30:00+02:00,2020-08-04 07:50:00+02:00,20.0,AsleepUnspecified
2020-08-04 07:50:00+02:00,2020-08-04 08:05:00+02:00,15.0,Awake
2020-08-04 08:05:00+02:00,2020-08-04 08:35:00+02:00,30.0,AsleepUnspecified
2020-08-04 08:35:00+02:00,2020-08-04 09:00:00+02:00,25.0,AsleepUnspecified
2020-08-04 09:00:00+02:00,2020-08-04 09:30:00+02:00,30.0,AsleepUnspecified
2020-08-04 09:30:00+02:00,2020-08-04 11:15:00+02:00,105.0,AsleepUnspecified
2020-08-04 11:15:00+02:00,2020-08-04 11:20:00+02:00,5.0,AsleepUnspecified
2020-08-04 11:20:00+02:00,2020-08-04 11:30:00+02:00,10.0,AsleepUnspecified
2020-08-04 11:30:00+02:00,2020-08-04 11:40:00+02:00,10.0,AsleepUnspecified
2020-08-04 11:40:00+02:00,2020-08-04 11:50:00+02:00,10.0,AsleepUnspecified
2020-08-04 11:50:00+02:00,2020-08-04 12:25:00+02:00,35.0,AsleepUnspecified
2020-08-04 12:25:00+02:00,2020-08-04 12:35:00+02:00,10.0,AsleepUnspecified
2020-08-04 12:35:00+02:00,2020-08-04 12:45:00+02:00,10.0,AsleepUnspecified
2020-08-04 12:45:00+02:00,2020-08-04 12:50:00+02:00,5.0,Awake
2020-08-04 12:45:32+02:00,2020-08-04 12:45:46+02:00,0.23333333333333334,InBed
2020-08-04 12:45:32+02:00,2020-08-04 12:45:46+02:00,0.23333333333333334,InBed
2020-08-04 12:46:29+02:00,2020-08-04 12:48:34+02:00,2.0833333333333335,InBed
2020-08-04 12:46:29+02:00,2020-08-04 12:48:34+02:00,2.0833333333333335,InBed
2020-08-04 12:50:00+02:00,2020-08-04 12:55:00+02:00,5.0,AsleepUnspecified
2020-08-05 01:00:00+02:00,2020-08-05 07:50:00+02:00,410.0,InBed
2020-08-05 01:00:00+02:00,2020-08-05 01:10:00+02:00,10.0,AsleepUnspecified
2020-08-05 01:10:00+02:00,2020-08-05 02:00:00+02:00,50.0,AsleepUnspecified
2020-08-05 02:00:00+02:00,2020-08-05 02:45:00+02:00,45.0,AsleepUnspecified
2020-08-05 02:45:00+02:00,2020-08-05 02:50:00+02:00,5.0,AsleepUnspecified
2020-08-05 02:50:00+02:00,2020-08-05 03:00:00+02:00,10.0,AsleepUnspecified
2020-08-05 03:00:00+02:00,2020-08-05 03:05:00+02:00,5.0,AsleepUnspecified
2020-08-05 03:05:00+02:00,2020-08-05 06:00:00+02:00,175.0,AsleepUnspecified
2020-08-05 03:50:00+02:00,2020-08-05 12:25:02+02:00,515.0333333333333,InBed
2020-08-05 03:50:00+02:00,2020-08-05 12:25:02+02:00,515.0333333333333,InBed
2020-08-05 06:00:00+02:00,2020-08-05 06:10:00+02:00,10.0,AsleepUnspecified
2020-08-05 06:10:00+02:00,2020-08-05 06:15:00+02:00,5.0,AsleepUnspecified
2020-08-05 06:15:00+02:00,2020-08-05 06:20:00+02:00,5.0,AsleepUnspecified
2020-08-05 06:20:00+02:00,2020-08-05 06:40:00+02:00,20.0,AsleepUnspecified
2020-08-05 06:40:00+02:00,2020-08-05 07:25:00+02:00,45.0,AsleepUnspecified
2020-08-05 07:25:00+02:00,2020-08-05 07:30:00+02:00,5.0,AsleepUnspecified
2020-08-05 07:30:00+02:00,2020-08-05 07:45:00+02:00,15.0,AsleepUnspecified
2020-08-05 07:45:00+02:00,2020-08-05 07:50:00+02:00,5.0,AsleepUnspecified
2020-08-05 12:25:50+02:00,2020-08-05 12:26:14+02:00,0.4,InBed
2020-08-05 12:25:50+02:00,2020-08-05 12:26:14+02:00,0.4,InBed
2020-08-05 12:30:05+02:00,2020-08-05 12:31:11+02:00,1.1,InBed
2020-08-05 12:30:05+02:00,2020-08-05 12:31:11+02:00,1.1,InBed
2020-08-05 12:31:40+02:00,2020-08-05 12:32:04+02:00,0.4,InBed
2020-08-05 12:31:40+02:00,2020-08-05 12:32:04+02:00,0.4,InBed
2020-08-05 16:25:00+02:00,2020-08-05 16:45:00+02:00,20.0,AsleepUnspecified
2020-08-05 16:25:00+02:00,2020-08-05 21:10:00+02:00,285.0,InBed
2020-08-05 16:45:00+02:00,2020-08-05 17:25:00+02:00,40.0,AsleepUnspecified
2020-08-05 17:25:00+02:00,2020-08-05 17:30:00+02:00,5.0,AsleepUnspecified
2020-08-05 17:30:00+02:00,2020-08-05 18:05:00+02:00,35.0,AsleepUnspecified
2020-08-05 18:05:00+02:00,2020-08-05 18:20:00+02:00,15.0,AsleepUnspecified
2020-08-05 18:20:00+02:00,2020-08-05 20:45:00+02:00,145.0,Awake
2020-08-05 20:45:00+02:00,2020-08-05 20:50:00+02:00,5.0,AsleepUnspecified
2020-08-05 20:50:00+02:00,2020-08-05 21:05:00+02:00,15.0,AsleepUnspecified
2020-08-05 21:05:00+02:00,2020-08-05 21:10:00+02:00,5.0,AsleepUnspecified
2020-08-06 03:05:00+02:00,2020-08-06 10:50:00+02:00,465.0,AsleepUnspecified
2020-08-06 03:05:00+02:00,2020-08-06 10:50:00+02:00,465.0,InBed
2020-08-06 03:15:00+02:00,2020-08-06 03:35:00+02:00,20.0,AsleepUnspecified
2020-08-06 03:15:00+02:00,2020-08-06 10:50:00+02:00,455.0,InBed
2020-08-06 03:35:00+02:00,2020-08-06 04:15:00+02:00,40.0,AsleepUnspecified
2020-08-06 03:50:00+02:00,2020-08-06 10:55:07+02:00,425.1166666666667,InBed
2020-08-06 04:15:00+02:00,2020-08-06 04:35:00+02:00,20.0,AsleepUnspecified
2020-08-06 04:35:00+02:00,2020-08-06 05:05:00+02:00,30.0,AsleepUnspecified
2020-08-06 05:05:00+02:00,2020-08-06 06:05:00+02:00,60.0,AsleepUnspecified
2020-08-06 06:05:00+02:00,2020-08-06 06:15:00+02:00,10.0,AsleepUnspecified
2020-08-06 06:15:00+02:00,2020-08-06 06:20:00+02:00,5.0,AsleepUnspecified
2020-08-06 06:20:00+02:00,2020-08-06 07:05:00+02:00,45.0,AsleepUnspecified
2020-08-06 07:05:00+02:00,2020-08-06 07:25:00+02:00,20.0,AsleepUnspecified
2020-08-06 07:25:00+02:00,2020-08-06 07:30:00+02:00,5.0,AsleepUnspecified
2020-08-06 07:30:00+02:00,2020-08-06 07:55:00+02:00,25.0,AsleepUnspecified
2020-08-06 07:55:00+02:00,2020-08-06 08:45:00+02:00,50.0,AsleepUnspecified
2020-08-06 08:45:00+02:00,2020-08-06 09:15:00+02:00,30.0,AsleepUnspecified
2020-08-06 09:15:00+02:00,2020-08-06 10:45:00+02:00,90.0,AsleepUnspecified
2020-08-06 10:45:00+02:00,2020-08-06 10:50:00+02:00,5.0,AsleepUnspecified
2020-08-06 15:45:00+02:00,2020-08-06 18:15:00+02:00,150.0,InBed
2020-08-06 15:45:00+02:00,2020-08-06 18:15:00+02:00,150.0,AsleepUnspecified
2020-08-06 15:55:00+02:00,2020-08-06 18:15:00+02:00,140.0,InBed
2020-08-06 15:55:00+02:00,2020-08-06 16:10:00+02:00,15.0,AsleepUnspecified
2020-08-06 16:10:00+02:00,2020-08-06 17:15:00+02:00,65.0,AsleepUnspecified
2020-08-06 17:15:00+02:00,2020-08-06 17:40:00+02:00,25.0,AsleepUnspecified
2020-08-06 17:40:00+02:00,2020-08-06 18:05:00+02:00,25.0,AsleepUnspecified
2020-08-06 18:05:00+02:00,2020-08-06 18:15:00+02:00,10.0,AsleepUnspecified
2020-08-07 04:49:11+02:00,2020-08-07 12:00:15+02:00,431.06666666666666,InBed
2020-08-07 04:50:00+02:00,2020-08-07 12:00:00+02:00,430.0,AsleepUnspecified
2020-08-07 04:50:00+02:00,2020-08-07 11:55:00+02:00,425.0,InBed
2020-08-07 04:50:00+02:00,2020-08-07 05:15:00+02:00,25.0,AsleepUnspecified
2020-08-07 04:50:00+02:00,2020-08-07 12:00:00+02:00,430.0,InBed
2020-08-07 05:15:00+02:00,2020-08-07 08:50:00+02:00,215.0,AsleepUnspecified
2020-08-07 08:50:00+02:00,2020-08-07 09:25:00+02:00,35.0,AsleepUnspecified
2020-08-07 09:25:00+02:00,2020-08-07 09:35:00+02:00,10.0,AsleepUnspecified
2020-08-07 09:35:00+02:00,2020-08-07 09:40:00+02:00,5.0,AsleepUnspecified
2020-08-07 09:40:00+02:00,2020-08-07 09:50:00+02:00,10.0,AsleepUnspecified
2020-08-07 09:50:00+02:00,2020-08-07 10:15:00+02:00,25.0,AsleepUnspecified
2020-08-07 10:15:00+02:00,2020-08-07 10:20:00+02:00,5.0,AsleepUnspecified
2020-08-07 10:20:00+02:00,2020-08-07 10:45:00+02:00,25.0,AsleepUnspecified
2020-08-07 10:45:00+02:00,2020-08-07 11:05:00+02:00,20.0,AsleepUnspecified
2020-08-07 11:05:00+02:00,2020-08-07 11:15:00+02:00,10.0,AsleepUnspecified
2020-08-07 11:15:00+02:00,2020-08-07 11:20:00+02:00,5.0,AsleepUnspecified
2020-08-07 11:20:00+02:00,2020-08-07 11:30:00+02:00,10.0,AsleepUnspecified
2020-08-07 11:30:00+02:00,2020-08-07 11:50:00+02:00,20.0,AsleepUnspecified
2020-08-07 11:50:00+02:00,2020-08-07 11:55:00+02:00,5.0,AsleepUnspecified
2020-08-07 16:40:00+02:00,2020-08-07 18:10:00+02:00,90.0,AsleepUnspecified
2020-08-07 16:40:00+02:00,2020-08-07 18:10:00+02:00,90.0,InBed
2020-08-07 16:45:00+02:00,2020-08-07 18:05:00+02:00,80.0,InBed
2020-08-07 16:45:00+02:00,2020-08-07 17:05:00+02:00,20.0,AsleepUnspecified
2020-08-07 17:05:00+02:00,2020-08-07 17:20:00+02:00,15.0,AsleepUnspecified
2020-08-07 17:20:00+02:00,2020-08-07 18:05:00+02:00,45.0,AsleepUnspecified
2020-08-08 03:25:00+02:00,2020-08-08 04:00:00+02:00,35.0,InBed
2020-08-08 03:25:00+02:00,2020-08-08 04:00:00+02:00,35.0,AsleepUnspecified
2020-08-08 03:40:00+02:00,2020-08-08 03:50:00+02:00,10.0,AsleepUnspecified
2020-08-08 03:40:00+02:00,2020-08-08 08:40:00+02:00,300.0,InBed
2020-08-08 03:50:00+02:00,2020-08-08 03:55:00+02:00,5.0,Awake
2020-08-08 03:55:00+02:00,2020-08-08 04:20:00+02:00,25.0,AsleepUnspecified
2020-08-08 04:05:00+02:00,2020-08-08 08:40:00+02:00,275.0,AsleepUnspecified
2020-08-08 04:05:00+02:00,2020-08-08 08:40:00+02:00,275.0,InBed
2020-08-08 04:20:00+02:00,2020-08-08 05:05:00+02:00,45.0,AsleepUnspecified
2020-08-08 04:20:00+02:00,2020-08-08 08:50:10+02:00,270.1666666666667,InBed
2020-08-08 05:05:00+02:00,2020-08-08 05:30:00+02:00,25.0,AsleepUnspecified
2020-08-08 05:30:00+02:00,2020-08-08 05:35:00+02:00,5.0,AsleepUnspecified
2020-08-08 05:35:00+02:00,2020-08-08 06:00:00+02:00,25.0,AsleepUnspecified
2020-08-08 06:00:00+02:00,2020-08-08 06:20:00+02:00,20.0,AsleepUnspecified
2020-08-08 06:20:00+02:00,2020-08-08 07:00:00+02:00,40.0,AsleepUnspecified
2020-08-08 07:00:00+02:00,2020-08-08 08:05:00+02:00,65.0,AsleepUnspecified
2020-08-08 08:05:00+02:00,2020-08-08 08:40:00+02:00,35.0,AsleepUnspecified
2020-08-08 16:10:00+02:00,2020-08-08 19:00:00+02:00,170.0,AsleepUnspecified
2020-08-08 16:10:00+02:00,2020-08-08 19:00:00+02:00,170.0,InBed
2020-08-08 16:20:00+02:00,2020-08-08 16:25:00+02:00,5.0,AsleepUnspecified
2020-08-08 16:20:00+02:00,2020-08-08 18:50:00+02:00,150.0,InBed
2020-08-08 16:25:00+02:00,2020-08-08 17:15:00+02:00,50.0,AsleepUnspecified
2020-08-08 17:15:00+02:00,2020-08-08 17:40:00+02:00,25.0,AsleepUnspecified
2020-08-08 17:40:00+02:00,2020-08-08 17:50:00+02:00,10.0,AsleepUnspecified
2020-08-08 17:50:00+02:00,2020-08-08 18:15:00+02:00,25.0,AsleepUnspecified
2020-08-08 18:15:00+02:00,2020-08-08 18:25:00+02:00,10.0,AsleepUnspecified
2020-08-08 18:25:00+02:00,2020-08-08 18:50:00+02:00,25.0,AsleepUnspecified
2020-08-09 02:05:00+02:00,2020-08-09 03:00:00+02:00,55.0,InBed
2020-08-09 02:05:00+02:00,2020-08-09 03:00:00+02:00,55.0,AsleepUnspecified
2020-08-09 03:50:00+02:00,2020-08-09 04:35:00+02:00,45.0,AsleepUnspecified
2020-08-09 03:50:00+02:00,2020-08-09 04:35:00+02:00,45.0,InBed
2020-08-09 03:50:00+02:00,2020-08-09 08:50:00+02:00,300.0,InBed
2020-08-09 03:50:00+02:00,2020-08-09 03:55:00+02:00,5.0,AsleepUnspecified
2020-08-09 03:55:00+02:00,2020-08-09 04:00:00+02:00,5.0,Awake
2020-08-09 04:00:00+02:00,2020-08-09 04:20:00+02:00,20.0,AsleepUnspecified
2020-08-09 04:20:00+02:00,2020-08-09 04:25:00+02:00,5.0,AsleepUnspecified
2020-08-09 04:20:00+02:00,2020-08-09 08:30:11+02:00,250.18333333333334,InBed
2020-08-09 04:25:00+02:00,2020-08-09 04:35:00+02:00,10.0,AsleepUnspecified
